id,vendedor,tag_loja,avaliacoes,descricao,fl_item_ativo,link,produtos_a_venda,produtos_vendidos,tempo_medio_envio,no_enjoei_desde,anomesdia_particao
767,paola,loja em destaque,(1 avaliação),"capinha de silicone branca, aveludada por dentro, compatível com iphone 15. produto novo, sem uso.",1,https://www.enjoei.com.br/p/capinha-de-silicone-branca-para-iphone-15-145956493?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=5,249,7,n/a,mai/2025,20260711
768,marcelo,loja em destaque,(1330 avaliações),"produto em bom estado de conservação. a tampa não fica mais fechada, a trava está quebrada. não está funcionando, estou vendendo como item decorativo.acompanha somente a câmera, sem filme ou acessórios.- envio no mesmo dia para pedidos confirmados até às 14h30 (seg a sex).em caso de dúvidas estarei a disposição :)",1,https://www.enjoei.com.br/p/camera-instax-mini-8-fujifilm-leia-a-descricao-cx02-146322737?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=16,602,3 mil,1 dia,nov/2021,20260711
769,alisson,"são paulo, SP",(10 avaliações),"iphone 14 na cor azul midnight, com saúde da bateria em 84%. acompanha cabo lightning original. o aparelho possui poucos sinais de uso e nunca teve peças ou bateria trocadas.",1,https://www.enjoei.com.br/p/iphone-14-azul-midnight-146000600?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=17,5,15,1 dia,dez/2020,20260711
770,meire,"São Bernardo do Campo, SP",(1419 avaliações),"celular vintage lg black safira mg810 - acompanha carregador - item em bom estado de conservação. - foto original - dimensões: 4,5x9cmx1,5cm - peso: 0,1 kg m1746",1,https://www.enjoei.com.br/p/celular-vintage-lg-black-safira-mg810-144773508?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=18,3 mil,6 mil,1 dia,mar/2019,20260711
771,reginaldo,"jales, SP",(0 avaliação),"carregador por indução apple magsafe, novo e na caixa. ideal para carregar seu iphone de forma prática e sem fios. compatível com modelos que possuem tecnologia magsafe.",1,https://www.enjoei.com.br/p/carregador-por-inducao-apple-magsafe-145952072?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=19,6,2,n/a,nov/2025,20260711
772,diego,loja em destaque,(98 avaliações),"jogo original em mídia física para console sony playstation 3, capa original, caixa original, manual original, encarte original, em bom estado, testado e funcionando perfeitamente.imagens fazem parte da descrição.qualquer dúvida estou à disposição de domingo à sexta até as 20:00hrs.não baixo valor.",1,https://www.enjoei.com.br/p/fifa-14-ps3-144623248?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=20,402,248,1 dia,jun/2024,20260711
773,vinycius,"São Vicente, SP",(0 avaliação),"amd ryzen 5500 3,8hz(4,2hz)placa mãe a520m pro (xmp)16 gb ram ddr4 dual channel 3200mhzgpu gtx 1660 super 6gbfonte atx-600w realgabinete pichau usb 3.0monitor 27 polegadas 75hz aoc ips 1ms hdmiteclado evolut gamermouse fortrek dpi ajustavel 7200",1,https://www.enjoei.com.br/p/computador-gamer-146407123?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=21,1,0,n/a,out/2020,20260711
774,veronica,"Rio de Janeiro, RJ",(0 avaliação),"jogos variados para ps4, ps3 e playstation 2. inclui watch dogs 2 (ps4), lego marvel super heroes (ps4), the sims 4 vida na cidade (ps4), socom 3 u.s. navy seals (ps2) e fifa 14 (ps3). todos em bom estado de conservação. valor r$ 60,00 cada jogo",1,https://www.enjoei.com.br/p/jogos-ps4-ps3-playstation-2-146288293?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=22,2,0,n/a,out/2018,20260711
775,vinícius,"Sertão Santana, RS",(0 avaliação),acompanha:2 controles originais xboxbase de carregamento para os controlescaixa original do consolecaixa original do controle mais novocaixa original da base de carregamentocabos e acessórios originaisobservação: o controle branco apresenta drift no analógico esquerdo.,1,https://www.enjoei.com.br/p/xbox-series-s-512gb-2-controles-145781114?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=23,1,1,n/a,fev/2024,20260711
776,luiz,"Curitiba, PR",(19 avaliações),"esta placa de vídeo com chip nvidia geforce gtx 1660 super foi pensada para quem busca uma solução gráfica equilibrada para jogos, edição de imagem e uso multimídia. com 6 gb de memória gddr6, entrega uma resposta ágil em tarefas visuais e ajuda a manter uma experiência mais fluida em aplicações exigentes.",1,https://www.enjoei.com.br/p/placa-de-video-nvidia-gtx-1660-super-6gb-192bits-gddr6-hdmi-145861185?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=24,3,35,2 dias,fev/2023,20260711
777,rhamon,loja em destaque,(278 avaliações),jogo original em mídia física para nintendo 64. parte plástica e placa limpas. testado e funcionando perfeitamente. desgaste na label.- americano- somente o cartuchoas fotos fazem parte da descrição. todos os itens contém lacre de segurança.,1,https://www.enjoei.com.br/p/007-goldeneye-nintendo-64-original-145845587?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=25,430,682,1 dia,fev/2020,20260711
778,larissa,"são paulo, SP",(4 avaliações),"câmera analógica olympus trip 35 original com lente d.zuiko 40mm f/2.8. equipamento não testado com filme, podendo necessitar de limpeza ou revisão preventiva. estrutura em bom estado geral, com pequeno amassado na parte superior/frontal. acompanha tampa da lente original. ideal para colecionadores.",1,https://www.enjoei.com.br/p/camera-analogica-olympus-trip-35-145473675?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=26,17,6,5 dias,jan/2020,20260711
779,josé,"Araras, SP",(0 avaliação),"lente sony 16-50mm, ideal para vídeos, fotos do dia a dia, vlogs e gravações em geral. compacta e leve, a lente está zerada e sem uso.",1,https://www.enjoei.com.br/p/lente-sony-16-50mm-lente-do-kit-sony-zv-e10-146179128?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=27,4,0,n/a,ago/2020,20260711
780,paozin,"São Paulo, SP",(0 avaliação),"jogos de playstation 3 (ps3) em bom estado. inclui call of duty modern warfare 3, gran turismo 5 xl edition e guitar hero warriors of rock. todos acompanham manual. perfeitos para colecionadores ou para quem quer reviver clássicos.",1,https://www.enjoei.com.br/p/jogos-ps3-call-of-duty-gran-turismo-guitar-hero-144390409?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=28,2,0,n/a,jan/2023,20260711
781,f,loja em destaque,(0 avaliação),"iphone 13 pro com 256gb de armazenamento, na cor grafite. aparelho de único dono, sem nenhum arranhão, sempre usado com película e capinha. acompanha facetime.",1,https://www.enjoei.com.br/p/iphone-13-pro-256gb-grafite-146399387?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=29,5,0,n/a,jul/2026,20260711
782,nathalia,"são paulo, SP",(0 avaliação),"apple pencil de 1ª geração na cor branca, usado poucas vezes e funcionando normalmente em ipad. ideal para desenhar, escrever e navegar com precisão.",0,https://www.enjoei.com.br/p/apple-pencil-1-geracao-branco-146398391?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=30,7,3,n/a,mai/2025,20260711
783,luci,loja em destaque,(31 avaliações),"capa de celular para iphone 14 pro max, nova, com estampa da hello kitty. a capa possui um design divertido e protege seu aparelho contra quedas e arranhões.",1,https://www.enjoei.com.br/p/capa-celular-iphone-14-pro-max-hello-kitty-146341984?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,32,56,3 dias,jul/2024,20260711
784,gabriela,loja em destaque,(6 avaliações),"xbox 360 usado, acompanha kinect, controle e 4 jogos: dance central 3, kinect adventures, kinect sports e minecraft. console em bom estado de conservação, ideal para quem busca diversão e entretenimento.",1,https://www.enjoei.com.br/p/xbox-360-com-kinect-e-4-jogos-143878796?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,26,12,2 dias,ago/2023,20260711
785,mariana,"Rio de Janeiro, RJ",(0 avaliação),"kindle amazon de 7ª geração na cor preta, com 3gb de espaço disponível. aparelho muito bem conservado, com pouquíssimas marcas de uso. acompanha cabo usb.",0,https://www.enjoei.com.br/p/kindle-amazon-7-geracao-preto-146341981?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,2,1,n/a,mai/2020,20260711
786,gabriela,loja em destaque,(6 avaliações),"tablet samsung galaxy tab 2 7.0, modelo gt p3110, versão 4.1.2, com 8gb de memória. acompanha película, capa, cabo e caixinha de carregamento. usado em bom estado.",1,https://www.enjoei.com.br/p/tablet-samsung-galaxy-tab-2-7-0-8gb-146111882?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,26,12,2 dias,ago/2023,20260711
787,lucca,loja em destaque,(4 avaliações),"jogo call of duty infinite warfare para ps4. mídia física em ótimo estado, com apenas uma marca de desgaste no papel da capa, conforme a primeira foto. inclui season pass com 4 dlc packs.",1,https://www.enjoei.com.br/p/jogo-call-of-duty-infinite-warfare-ps4-145322721?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,10,8,1 dia,ago/2023,20260711
788,ada,"são paulo, SP",(4 avaliações),kit com 4 capinhas para iphone 13 em ótimo estado. uma capinha transparente com estampa de borboletas e fundo holográfico removível. uma capinha rosa e azul com alça e bolso para cartão. as outras duas capinhas são transparentes com estampas variadas.,1,https://www.enjoei.com.br/p/kit-4-capinhas-iphone-13-144863361?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=6,34,5,3 dias,mar/2024,20260711
789,nostalgia,loja em destaque,(1152 avaliações),"câmera fotográfica yashica md135 na cor preta, acompanha manual, caixa original, case e projetor de lente. aparentemente tudo funcionando, ideal para colecionadores ou amantes da fotografia analógica.",1,https://www.enjoei.com.br/p/camera-fotografica-yashica-md135-preta-142511751?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=7,899,3 mil,1 dia,ago/2012,20260711
790,anderson,"São Paulo, SP",(0 avaliação),máquina de cortar cabelomodelo kemei 26006 pentes /sem fioobs; equipamento foi usado somente 1 vezestá em perfeito estado de conservação,1,https://www.enjoei.com.br/p/maquina-de-cortar-cabelo-146128043?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=8,2,0,n/a,jan/2026,20260711
791,nostalgia,loja em destaque,(1152 avaliações),"câmera fotográfica antiga olympus trip 100r, com filme dentro. o flash aparentemente não está ligando. acompanha case original olympus. ideal para colecionadores ou amantes de fotografia analógica.",1,https://www.enjoei.com.br/p/camera-fotografica-olympus-trip-100r-142511103?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=9,899,3 mil,1 dia,ago/2012,20260711
792,helen,loja em destaque,(3 avaliações),"kit com 3 capinhas novas para iphone 17 pro max. as capinhas são de cores e modelos variados, ideais para proteger seu aparelho com estilo. todas as capinhas estão sem uso.",1,https://www.enjoei.com.br/p/kit-3-capinhas-para-iphone-17-pro-max-146358019?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=10,18,4,n/a,mai/2026,20260711
793,joão,"Mogi das Cruzes, SP",(0 avaliação),"placa de captura de vídeo hdtv da marca onex, modelo hub-7605. compacta e de alta qualidade, ideal para capturar vídeos em alta definição. produto novo.",1,https://www.enjoei.com.br/p/placa-de-captura-onex-hdtv-video-capture-146390005?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=11,5,1,n/a,jul/2021,20260711
794,rebert,"São Paulo, SP",(2 avaliações),"iphone 13 pro na cor grafite, com 128gb de armazenamento. bateria com 76% de vida útil. aparelho usado, mas sem riscos ou detalhes, nunca passou por assistência técnica. acompanha nota fiscal de quando comprei.",0,https://www.enjoei.com.br/p/iphone-13-pro-128gb-grafite-146394762?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=12,1,5,1 dia,ago/2024,20260711
795,max,loja em destaque,(0 avaliação),"capa rhode para iphone 16 pro na cor amarela, acompanha liptint da mesma marca. o liptint é um bálsamo labial com peptídeos, manteiga de karité e cupuaçu. o conjunto está em perfeito estado, ideal para quem busca estilo e cuidado para os lábios.",1,https://www.enjoei.com.br/p/capa-rhode-com-liptint-iphone-16-pro-146121360?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=13,5,2,n/a,jan/2017,20260711
796,henrique,"São Paulo, SP",(18 avaliações),"caixa de alto nível, tudo projetado com as dimensões corretas para cada falante.bomber one 200rms 10""kit duas vias bravox 120rms 5""módulo taramps tl-1500 390 rms (200rms sub + 190rms)fonte chaveada 29a - 110/220construida em mdf 14mm e pintada com batida de pedra (super resistente)cabo de energia removível e interruptor liga/desliga",1,https://www.enjoei.com.br/p/caixa-bob-residencial-390rms-144911503?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=14,3,34,1 dia,mai/2023,20260711
797,daniel,"Barueri, SP",(9 avaliações),"câmera digital sony cyber-shot dsc-s650, modelo vintage lançado em 2007. possui sensor de 7,2 megapixels e lente com zoom óptico de 3x. cor prata. usada, com marcas de uso visíveis nas fotos.atenção: produto não liga, é ideal para colecionar e/ou reaproveitar as peças, concerto.",1,https://www.enjoei.com.br/p/camera-digital-sony-cyber-shot-dsc-s650-prata-142848058?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=15,101,19,1 dia,out/2021,20260711
798,alex,loja em destaque,(917 avaliações),"câmera olympus accura zoom xb70, em bom estado geral. foi testada com pilhas e o motor funcionou, sem maiores testes. no estado!",1,https://www.enjoei.com.br/p/camera-olympus-accura-zoom-xb70-146231529?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,576,2 mil,1 dia,jun/2022,20260711
799,alex,loja em destaque,(917 avaliações),"projetor de slides minolta vintage, em ótimo estado, com case e acessório. ligando normalmente. excelente para seu uso ou coleção!",1,https://www.enjoei.com.br/p/projetor-de-slides-minolta-vintage-145342783?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,576,2 mil,1 dia,jun/2022,20260711
800,alex,loja em destaque,(917 avaliações),"lote de eletrônicos, incluindo tablets e celulares, todos sem funcionamento. ideal para quem busca peças ou para conserto. o lote inclui apenas os aparelhos mostrados nas fotos, sem acessórios.",1,https://www.enjoei.com.br/p/lote-de-eletronicos-para-pecas-145434911?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,576,2 mil,1 dia,jun/2022,20260711
801,alex,loja em destaque,(917 avaliações),"tablet samsung em ótimo estado, carregando normalmente. possui entrada para chip de celular. o botão de ligar está emperrado/travado, não sendo possível ligar o aparelho. foi adquirido no estado. acompanha somente o aparelho.",1,https://www.enjoei.com.br/p/tablet-samsung-com-entrada-para-chip-145856943?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,576,2 mil,1 dia,jun/2022,20260711
802,alex,loja em destaque,(917 avaliações),"câmera digital samsung fs80, na cor prata. ao ligar, aparece a mensagem ""o zoom não funcionou normalmente"" e a câmera não liga. vendida no estado, sem acessórios ou bateria.",1,https://www.enjoei.com.br/p/camera-digital-samsung-fs80-145862358?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,576,2 mil,1 dia,jun/2022,20260711
803,willian,"Ilhota, SC",(0 avaliação),"câmera nikon d5100 em perfeito estado, pouco uso. acompanha lente nikon dx 18-55mm, carregador, bateria, cabos e bolsa de transporte lowepro. ideal para quem busca qualidade e praticidade na fotografia.",1,https://www.enjoei.com.br/p/camera-nikon-d5100-preta-142324934?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=16,1,0,n/a,mai/2026,20260711
804,giovana,loja em destaque,(68 avaliações),"kit de capas para iphone 16 plus, nas cores amarela e azul claro. as capas são de silicone, com o logo da apple na parte traseira. usadas, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/kit-capas-para-iphone-16-plus-146152232?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=17,33,191,1 dia,jan/2019,20260711
805,rafaela,"Curitiba, PR",(3 avaliações),"o apple iphone 12 (64 gb) na elegante cor verde é a escolha perfeita para quem busca um smartphone de alto desempenho e design sofisticado. aparelho muito bem cuidado, sem trincas na tela ou na parte traseira.saúde da bateria: 85%ios atualizado;nunca passou por manutenção;acompanha caixa e carregador original.",1,https://www.enjoei.com.br/p/apple-iphone-12-64gb-verde-146309340?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=18,4,4,n/a,out/2015,20260711
806,iron,"São Paulo, SP",(7 avaliações),"placa de carga para o modelo redmi 7a, em perfeito estado de funcionamento. ideal para reposição ou reparo do seu aparelho.",1,https://www.enjoei.com.br/p/placa-de-carga-redmi-7a-146303526?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=19,14,13,1 dia,set/2021,20260711
807,fellipe,"São Gonçalo, RJ",(27 avaliações),"notebook sim+ na cor preta, sem placa mãe. todos os outros componentes estão funcionando perfeitamente. ideal para quem precisa de peças de reposição ou para projetos de eletrônica.",1,https://www.enjoei.com.br/p/notebook-sim-preto-sem-placa-mae-146067663?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=20,12,50,1 dia,dez/2015,20260711
